algorithm,quantum,context_switch_time,num_patrons,seed,cpu_util,mean_turnaround,median_turnaround,SD_turnaround,mean_response,median_response,SD_response,mean_wait,median_wait,SD_wait,mean_throughput,median_throughput,SD_throughput
FCFS,0,3,50,36,94.60,12229.56,13012.50,1730.10,1703.32,1728.00,934.52,11431.40,12200.50,1746.26,2.94,1.00,4.29
SJF,0,3,50,36,93.02,7869.94,8509.00,4268.90,2385.68,100.50,3869.49,7071.14,7073.00,2838.97,2.94,3.00,1.71
RR,80,3,50,47,92.30,12870.98,12826.50,2104.99,1641.40,1419.50,1482.98,12089.58,12017.00,2045.21,2.78,0.50,4.24
FCFS,0,3,50,47,94.84,12790.40,13707.50,1866.51,1534.88,1533.50,909.32,12012.10,12991.50,1881.62,2.94,1.00,4.37
SJF,0,3,50,47,93.59,8096.26,7836.00,4289.60,1747.14,111.50,3097.75,7316.54,7444.50,2751.58,2.94,3.00,1.89
RR,80,3,50,58,92.30,12645.08,12868.00,2039.93,1962.86,1632.00,1767.00,11878.08,12010.50,2030.08,2.94,1.00,4.44
FCFS,0,3,50,58,94.75,12512.36,13225.00,1569.77,1776.22,1648.50,1101.80,11746.68,12440.00,1577.44,2.94,1.00,4.42
SJF,0,3,50,58,94.72,8084.74,7752.50,4078.81,2409.48,264.50,3733.04,7319.10,7681.00,3122.18,2.94,3.00,1.68
RR,80,3,50,69,92.06,11913.42,12121.50,2873.99,1536.00,1367.00,1305.02,11165.72,11453.50,2836.93,2.94,1.00,3.58
FCFS,0,3,50,69,94.56,11844.82,12977.50,2518.27,1377.58,1399.50,845.87,11100.96,12232.00,2513.94,3.13,1.00,4.63
SJF,0,3,50,69,94.33,7655.94,7819.00,3894.14,2056.08,113.50,3112.15,6912.90,6915.50,2313.29,3.13,3.00,1.78
RR,80,3,50,70,92.53,12673.24,13090.50,2707.06,1786.06,1439.00,1573.29,11898.60,12309.00,2700.58,2.78,1.00,3.08
FCFS,0,3,50,70,94.88,12775.84,13863.00,2336.93,1542.14,1423.50,963.94,12003.54,13144.50,2371.76,2.78,1.00,3.66
SJF,0,3,50,70,94.26,7991.16,7446.50,4634.08,2934.66,607.50,4047.47,7218.14,7697.00,2899.74,2.78,2.50,1.22
RR,80,3,75,14,92.53,18647.29,19106.00,3772.61,2631.63,2151.00,2207.97,17842.95,18264.00,3737.10,2.88,1.50,3.67
FCFS,0,3,75,14,94.83,18872.29,20508.00,3414.56,2238.83,2320.00,1258.56,18069.93,19690.00,3409.23,3.00,1.00,4.73
SJF,0,3,75,14,94.75,11681.75,11954.00,6397.23,3467.16,172.00,5101.31,10879.73,11658.00,4380.67,3.00,3.00,1.32
RR,80,3,75,25,92.43,18414.77,18710.00,4031.68,2507.41,2095.00,2241.66,17650.64,17998.00,3990.44,2.88,1.00,3.59
FCFS,0,3,75,25,94.82,18593.25,20477.00,3987.38,2286.49,2276.00,1357.96,17829.71,19660.00,3981.06,3.00,1.00,4.65
SJF,0,3,75,25,93.86,12322.11,12127.00,6071.17,3465.00,103.00,5501.02,11559.16,11608.00,5023.52,3.00,3.00,1.66
RR,80,3,75,36,92.30,18198.03,18052.00,3293.37,2872.65,2416.00,2477.43,17394.80,17221.00,3275.60,2.88,1.00,3.53
FCFS,0,3,75,36,94.74,18568.84,19971.00,3019.53,2306.72,2619.00,1158.84,17767.13,19144.00,3014.82,3.00,1.00,4.41
SJF,0,3,75,36,94.03,11739.43,11559.00,6454.89,3141.57,201.00,4650.16,10938.59,10925.00,4399.35,3.00,3.00,1.41
RR,80,3,75,47,92.37,18677.80,18683.00,3338.92,2293.57,2058.00,1631.69,17909.77,17957.00,3305.96,3.00,1.00,4.41
FCFS,0,3,75,47,94.64,18523.77,19922.00,2910.43,2416.61,2355.00,1485.03,17756.79,19090.00,2912.78,3.00,1.00,4.84
SJF,0,3,75,47,94.03,11185.72,11623.00,6405.60,3561.97,105.00,6007.20,10419.00,10750.00,4186.44,3.00,3.00,1.35
RR,80,3,75,58,92.39,18850.07,18635.00,3060.15,2904.80,2501.00,2356.29,18090.36,17942.00,3007.34,3.00,0.00,4.41
FCFS,0,3,75,58,94.75,18572.84,19926.00,2856.58,2555.80,2707.00,1442.73,17814.24,19120.00,2849.38,3.00,1.00,4.80
SJF,0,3,75,58,93.58,12088.39,12093.00,6367.90,3180.57,98.00,5445.46,11330.41,11250.00,4130.02,3.00,3.00,1.78
RR,80,3,75,69,92.22,17411.03,17983.00,3948.34,2438.88,1949.00,2211.31,16666.13,17178.00,3894.44,3.00,2.00,3.67
FCFS,0,3,75,69,94.60,17588.13,19443.00,3791.18,2159.12,1889.00,1343.46,16845.36,18730.00,3794.43,3.13,1.00,4.66
SJF,0,3,75,69,93.70,11347.15,11316.00,5657.47,3546.44,136.00,5421.10,10604.52,10302.00,4247.10,3.13,4.00,1.62
RR,80,3,75,70,92.37,18755.99,18900.00,3657.47,2431.57,2160.00,1873.52,17988.80,18189.00,3659.10,2.88,1.00,4.01
FCFS,0,3,75,70,94.76,18757.92,20441.00,3390.04,2293.05,2485.00,1348.60,17992.56,19620.00,3380.97,3.00,1.00,4.82
SJF,0,3,75,70,94.41,11449.68,12091.00,6543.85,4180.89,142.00,6111.61,10684.05,11109.00,4597.50,3.00,3.00,1.08
RR,80,3,5,14,91.21,1588.20,1601.00,106.36,90.20,84.00,54.44,729.20,792.00,118.38,2.50,2.50,3.54
FCFS,0,3,5,14,92.71,1637.00,1675.00,118.87,91.60,87.00,54.69,779.40,772.00,152.13,2.50,2.50,3.54
SJF,0,3,5,14,83.55,1409.00,1312.00,425.66,97.20,94.00,56.22,550.40,600.00,200.67,1.67,1.00,2.08
RR,80,3,5,25,89.85,1259.80,1308.00,174.48,77.20,80.00,15.64,519.40,545.00,92.90,2.50,2.50,3.54
FCFS,0,3,5,25,91.23,1294.60,1284.00,129.29,75.40,77.00,15.85,555.00,535.00,77.25,2.50,2.50,3.54
SJF,0,3,5,25,91.78,1136.60,1159.00,137.02,66.80,73.00,23.27,401.00,407.00,171.18,2.50,2.50,3.54
RR,80,3,5,36,91.94,1802.80,1745.00,205.89,102.40,117.00,46.52,971.20,920.00,195.39,1.67,2.00,1.53
FCFS,0,3,5,36,93.99,1776.00,1778.00,77.48,102.40,118.00,46.54,950.60,958.00,82.88,1.67,1.00,2.08
SJF,0,3,5,36,87.82,1438.80,1392.00,452.87,110.20,91.00,90.07,612.00,727.00,316.21,1.67,1.00,2.08
RR,80,3,5,47,85.62,1673.00,1671.00,215.07,154.60,131.00,113.38,878.60,860.00,65.10,1.67,1.00,2.08
FCFS,0,3,5,47,93.46,1588.60,1559.00,143.10,114.20,132.00,41.78,804.40,775.00,95.81,2.50,2.50,3.54
SJF,0,3,5,47,93.12,1455.60,1383.00,290.03,109.00,84.00,56.57,667.40,719.00,118.87,2.50,2.50,3.54
RR,80,3,5,58,90.56,1745.60,1722.00,196.08,223.20,151.00,225.37,912.60,950.00,121.90,1.67,2.00,1.53
FCFS,0,3,5,58,93.45,1677.00,1659.00,170.92,192.60,252.00,95.63,851.40,836.00,52.41,1.67,1.00,2.08
SJF,0,3,5,58,80.74,1440.20,1372.00,449.92,204.00,247.00,111.62,615.00,715.00,298.30,1.67,1.00,2.08
RR,80,3,5,69,89.15,1426.80,1469.00,117.78,71.40,65.00,18.51,699.20,749.00,87.32,2.50,2.50,3.54
FCFS,0,3,5,69,88.60,1333.80,1344.00,166.16,64.40,64.00,16.88,610.40,644.00,123.01,2.50,2.50,3.54
SJF,0,3,5,69,91.11,1234.20,1177.00,218.99,73.40,55.00,51.23,508.80,537.00,86.90,2.50,2.50,3.54
RR,80,3,5,70,84.40,1491.60,1511.00,170.49,63.60,61.00,22.15,650.80,701.00,113.57,2.50,2.50,3.54
FCFS,0,3,5,70,91.79,1503.20,1503.00,66.98,62.40,61.00,22.61,666.40,681.00,106.40,2.50,2.50,3.54
SJF,0,3,5,70,91.46,1457.60,1457.00,214.89,67.40,70.00,21.79,616.80,601.00,116.81,2.50,2.50,3.54
RR,80,3,10,14,90.44,2836.90,2873.50,402.08,270.60,226.50,210.64,1980.30,2004.00,323.45,2.50,1.50,3.32
FCFS,0,3,10,14,93.69,2860.60,2973.00,246.31,269.20,225.50,207.69,2005.50,2115.50,222.51,2.50,1.50,3.32
SJF,0,3,10,14,90.26,2204.70,2452.00,823.48,430.80,137.00,540.54,1350.20,1398.00,391.23,2.50,3.00,1.73
RR,80,3,10,25,88.59,2434.00,2378.50,390.45,147.80,126.50,79.07,1662.80,1540.00,303.53,2.50,1.00,3.79
FCFS,0,3,10,25,93.10,2545.40,2631.50,256.19,133.40,89.00,80.93,1775.10,1853.00,210.87,2.50,1.50,3.32
SJF,0,3,10,25,92.80,1984.10,2134.00,721.31,177.50,76.50,325.50,1215.10,1203.00,390.17,2.50,2.50,2.38
RR,80,3,10,36,92.27,3279.40,3347.00,347.73,368.50,270.00,402.67,2491.00,2537.00,346.58,2.50,0.50,4.36
FCFS,0,3,10,36,94.39,3213.60,3314.50,227.86,305.70,258.00,229.63,2426.40,2447.00,269.18,2.50,1.00,3.79
SJF,0,3,10,36,92.48,2411.00,2417.50,941.25,472.50,76.00,712.06,1624.60,1690.50,549.19,2.50,2.50,2.38
RR,80,3,10,47,90.47,2872.60,2867.00,290.03,311.10,346.50,202.56,2103.00,2093.50,231.97,2.50,1.00,3.79
FCFS,0,3,10,47,93.46,2792.30,2787.50,99.73,322.10,284.00,232.01,2026.90,2043.00,157.18,2.50,2.00,3.00
SJF,0,3,10,47,88.31,2007.70,1995.50,742.12,475.60,120.00,768.34,1241.00,1429.00,577.78,2.50,3.00,1.91
RR,80,3,10,58,92.21,3068.50,2984.50,560.98,393.90,328.00,304.44,2296.40,2215.00,488.87,2.00,2.00,2.45
FCFS,0,3,10,58,94.68,3164.50,3245.50,347.55,362.50,300.00,209.68,2394.80,2444.00,348.76,2.00,1.00,2.92
SJF,0,3,10,58,93.19,2294.20,1851.00,896.71,457.70,297.50,530.14,1527.10,1531.00,422.64,2.00,2.00,1.58
RR,80,3,10,69,91.19,2357.40,2406.00,315.16,214.00,148.00,182.43,1609.50,1672.00,298.32,2.50,2.50,2.38
FCFS,0,3,10,69,92.85,2328.70,2352.00,227.33,210.40,126.50,178.07,1583.70,1608.50,236.45,3.33,1.00,4.93
SJF,0,3,10,69,92.79,1939.40,1900.50,664.84,258.30,85.00,414.27,1192.90,1366.50,483.98,3.33,4.00,3.06
RR,80,3,10,70,91.08,2690.30,2803.00,322.16,430.40,162.00,489.42,1884.10,1963.50,346.15,2.50,2.00,3.00
FCFS,0,3,10,70,93.45,2689.80,2726.50,172.29,265.60,175.00,244.36,1887.10,1951.50,175.74,2.50,2.50,2.89
SJF,0,3,10,70,91.49,1970.40,1809.50,764.50,561.90,69.00,837.30,1164.80,1095.50,284.79,2.50,2.50,1.29
RR,80,3,25,14,92.00,6123.64,6134.00,1118.67,897.08,737.00,915.30,5322.60,5458.00,1054.58,2.78,2.00,3.11
FCFS,0,3,25,14,94.09,6266.20,6619.00,818.16,780.36,731.00,504.40,5465.40,5906.00,816.38,3.13,1.00,5.44
SJF,0,3,25,14,94.12,4344.24,4575.00,1866.85,1420.40,187.00,1957.96,3544.92,4111.00,1404.89,3.13,3.00,2.03
RR,80,3,25,25,90.80,5979.96,6103.00,1292.33,696.24,558.00,769.12,5231.40,5372.00,1264.81,2.78,2.00,3.93
FCFS,0,3,25,25,94.15,5896.44,6504.00,1046.61,749.76,644.00,595.63,5148.92,5692.00,1058.25,3.13,1.50,4.73
SJF,0,3,25,25,94.08,3953.60,3871.00,2023.10,1368.52,98.00,1824.21,3206.00,3189.00,1265.60,3.13,3.00,1.64
RR,80,3,25,36,92.19,6370.44,6340.00,853.23,1218.32,871.00,1140.30,5587.32,5611.00,855.40,2.78,1.00,3.80
FCFS,0,3,25,36,94.33,6447.72,6646.00,573.70,926.84,944.00,599.58,5665.04,5806.00,580.71,2.78,0.00,4.06
SJF,0,3,25,36,93.04,4246.36,4194.00,2094.77,938.12,60.00,1573.68,3465.56,3269.00,1555.63,2.78,3.00,1.56
RR,80,3,25,47,92.21,6596.80,6764.00,1125.90,947.52,783.00,812.90,5807.44,6054.00,1076.01,2.78,1.00,3.70
FCFS,0,3,25,47,94.56,6719.92,7066.00,760.42,794.96,824.00,474.52,5931.36,6332.00,777.56,2.78,2.00,3.73
SJF,0,3,25,47,93.31,4580.80,4978.00,2119.73,955.88,78.00,1916.32,3791.44,3958.00,1442.14,2.78,3.00,1.48
RR,80,3,25,58,92.43,6895.36,7053.00,1047.44,1045.16,853.00,1031.24,6110.08,6392.00,1004.24,2.50,1.00,3.47
FCFS,0,3,25,58,94.75,7013.92,7272.00,631.23,800.72,850.00,433.69,6228.48,6463.00,623.07,2.78,0.00,4.24
SJF,0,3,25,58,91.16,4589.44,4230.00,2051.57,1322.60,97.00,2274.25,3805.04,3598.00,1478.33,2.50,3.00,1.51
RR,80,3,25,69,91.95,5733.96,5931.00,1005.51,654.08,705.00,426.59,4988.28,5185.00,983.29,3.13,2.00,3.72
FCFS,0,3,25,69,93.75,5724.68,6180.00,991.90,705.68,833.00,466.29,4978.24,5438.00,1008.32,3.13,2.00,3.83
SJF,0,3,25,69,91.22,4244.56,4617.00,1840.52,1002.04,94.00,1715.78,3498.68,4024.00,1294.57,3.13,3.00,2.10
RR,80,3,25,70,92.02,6112.44,6304.00,1039.28,955.56,876.00,836.86,5331.72,5555.00,1015.98,2.78,2.00,3.53
FCFS,0,3,25,70,94.10,6220.00,6614.00,766.04,718.00,754.00,453.33,5440.20,5819.00,773.33,3.13,1.00,5.44
SJF,0,3,25,70,92.74,3911.60,3390.00,2057.05,1594.32,94.00,2104.06,3130.52,3135.00,1526.94,3.13,3.00,2.47
RR,80,3,50,14,92.34,12675.08,12998.50,2677.88,1794.28,1465.50,1578.21,11867.94,12227.50,2633.48,2.78,1.00,3.61
FCFS,0,3,50,14,94.73,12671.16,13768.50,2210.06,1528.78,1719.00,872.66,11865.90,12918.00,2198.38,2.94,1.00,4.48
SJF,0,3,50,14,93.77,8031.84,7638.00,4324.11,2086.14,100.50,3657.38,7225.86,7360.50,3006.84,2.94,3.00,1.48
RR,80,3,50,25,91.77,12467.76,12597.00,3105.26,1678.14,1434.00,1556.82,11699.38,11778.50,3068.53,2.78,1.50,3.15
FCFS,0,3,50,25,94.80,12497.36,13916.50,2803.27,1520.10,1584.50,928.86,11731.80,13075.50,2794.57,2.94,2.00,4.44
SJF,0,3,50,25,94.74,8121.60,8158.50,4295.01,2152.32,99.50,3546.69,7356.52,7188.00,2803.54,2.94,3.00,1.64
RR,80,3,50,36,92.27,12394.10,12338.00,1939.22,1843.60,1632.00,1421.66,11594.98,11676.00,1899.63,2.94,1.00,4.16
FCFS,0,3,50,36,94.64,12173.40,12953.00,1723.03,1692.82,1755.50,927.59,11376.36,12172.50,1742.60,2.94,1.00,4.31
SJF,0,3,50,36,93.87,7739.86,7617.00,4174.59,2381.04,108.50,3844.33,6942.70,7157.00,2736.82,2.94,3.00,1.52
RR,80,3,50,47,92.41,12691.56,12570.00,2137.41,1842.66,1514.00,1580.88,11910.80,11931.50,2074.77,2.78,1.00,3.72
FCFS,0,3,50,47,94.82,12805.54,13709.50,1891.31,1522.18,1522.50,899.04,12026.26,12994.50,1907.62,2.94,1.00,4.37
SJF,0,3,50,47,94.16,7865.88,7288.50,4477.35,2080.80,140.50,3441.54,7086.16,7182.00,2538.32,2.94,3.00,1.48
RR,80,3,50,58,92.40,12640.96,12600.00,1829.36,2053.74,1560.00,1869.85,11873.40,11793.00,1806.85,2.94,1.00,4.48
FCFS,0,3,50,58,94.63,12529.70,13258.00,1533.59,1767.40,1546.50,1094.53,11763.78,12446.50,1536.01,2.94,1.00,4.58
SJF,0,3,50,58,93.87,7579.66,7300.00,4340.89,2542.90,206.50,3803.85,6814.90,6376.00,3181.45,2.94,3.00,1.30
RR,80,3,50,69,92.33,11898.70,12093.50,2880.25,1436.48,1370.00,997.84,11152.64,11395.00,2847.60,2.94,1.00,3.73
FCFS,0,3,50,69,94.64,11869.00,13008.50,2531.81,1378.84,1406.00,843.27,11124.04,12262.00,2526.98,2.94,1.00,4.34
SJF,0,3,50,69,94.59,7846.64,7815.50,3909.14,2116.26,142.50,3040.28,7100.54,6563.50,2424.47,2.94,3.00,1.78
RR,80,3,50,70,92.40,12648.70,12693.50,2818.03,1716.38,1500.50,1369.48,11873.66,11984.00,2795.25,2.78,1.50,3.17
FCFS,0,3,50,70,94.87,12786.60,13879.00,2340.08,1543.60,1423.00,964.89,12013.06,13127.00,2368.42,2.78,1.00,3.70
SJF,0,3,50,70,93.63,7643.38,7187.00,4524.57,3435.90,249.50,4553.94,6870.30,7254.50,3138.11,2.78,3.00,1.70
RR,80,3,75,14,92.50,18644.81,18752.00,3761.58,2472.72,2168.00,1892.57,17842.36,17991.00,3727.78,2.88,1.00,3.57
FCFS,0,3,75,14,94.82,18881.89,20500.00,3381.14,2243.47,2337.00,1257.39,18079.77,19719.00,3378.20,3.00,1.00,4.73
SJF,0,3,75,14,93.71,12002.15,12086.00,5979.91,3067.36,169.00,4743.76,11200.80,11137.00,4542.09,3.00,3.00,1.55
RR,80,3,75,25,92.43,18176.44,18453.00,4176.83,2922.13,2479.00,2800.89,17412.04,17749.00,4147.30,2.88,1.50,3.44
FCFS,0,3,75,25,94.79,18624.00,20506.00,3996.69,2281.95,2276.00,1356.97,17859.76,19685.00,3985.68,3.00,1.00,4.62
SJF,0,3,75,25,93.95,11236.35,11323.00,6694.74,4050.28,134.00,6082.60,10472.29,10423.00,5044.42,2.88,3.00,1.40
RR,80,3,75,36,92.30,18102.69,18036.00,3404.98,2861.16,2406.00,2469.99,17298.73,17238.00,3376.98,2.88,1.00,3.47
FCFS,0,3,75,36,94.67,18635.51,20026.00,2987.08,2319.72,2636.00,1163.05,17832.45,19230.00,2986.36,3.00,1.00,4.32
SJF,0,3,75,36,94.75,11819.21,12197.00,6639.03,3593.57,111.00,5455.20,11017.37,11659.00,4227.64,3.00,3.00,1.32
RR,80,3,75,47,92.28,18681.76,18576.00,3389.20,2459.77,2085.00,1967.32,17912.99,17878.00,3356.86,3.00,1.00,4.42
FCFS,0,3,75,47,94.66,18526.76,19911.00,2924.37,2416.75,2353.00,1490.29,17759.37,19069.00,2927.92,3.00,1.00,4.85
SJF,0,3,75,47,94.28,11344.01,10524.00,6273.79,3593.61,128.00,5874.17,10577.27,10808.00,4196.35,3.00,3.00,1.71
RR,80,3,75,58,92.38,18741.09,18484.00,3165.49,2829.43,2488.00,2294.22,17981.28,17823.00,3126.97,2.88,1.00,3.96
FCFS,0,3,75,58,94.74,18581.71,19926.00,2868.29,2568.09,2723.00,1447.31,17823.37,19154.00,2864.69,3.00,1.00,4.86
SJF,0,3,75,58,94.54,11737.12,11610.00,6324.10,2843.08,98.00,5296.47,10978.65,11010.00,4086.09,3.00,3.00,1.47
RR,80,3,75,69,92.27,17609.49,17960.00,3930.66,2445.48,1958.00,2219.28,16865.49,17265.00,3897.35,3.00,2.00,3.79
FCFS,0,3,75,69,94.59,17661.79,19411.00,3789.91,2167.83,1918.00,1341.49,16918.55,18819.00,3801.00,3.13,1.00,4.68
SJF,0,3,75,69,94.16,10910.11,11152.00,6069.78,3234.48,246.00,4662.37,10167.13,10598.00,4365.39,3.13,3.00,1.54
RR,80,3,75,70,92.44,19011.09,19716.00,3791.94,2478.93,2294.00,1943.83,18244.68,18998.00,3787.12,2.88,1.00,4.38
FCFS,0,3,75,70,94.77,18768.09,20451.00,3396.84,2291.12,2488.00,1348.73,18001.79,19647.00,3386.56,3.00,1.00,4.85
SJF,0,3,75,70,94.67,11542.25,11697.00,6749.60,4149.17,171.00,6041.78,10776.60,10888.00,4243.52,3.00,3.00,1.41
