algorithm,quantum,context_switch_time,num_patrons,seed,cpu_util,mean_turnaround,median_turnaround,SD_turnaround,mean_response,median_response,SD_response,mean_wait,median_wait,SD_wait,mean_throughput,median_throughput,SD_throughput
RR,81,1,25,14,94.56,5949.72,6108.00,903.07,820.76,700.00,780.51,5150.56,5245.00,882.09,3.13,0.50,4.58
FCFS,0,1,25,14,97.34,6038.88,6358.00,742.86,759.60,705.00,496.26,5240.40,5583.00,782.18,3.13,1.00,4.88
SJF,0,1,25,14,94.90,3938.56,4140.00,1929.98,1126.40,130.00,1711.47,3140.76,3274.00,1164.63,3.13,3.50,1.36
RR,81,2,25,14,93.86,6005.40,5978.00,1033.70,880.96,746.00,886.85,5205.92,5336.00,972.65,3.13,1.00,4.64
FCFS,0,2,25,14,95.75,6121.12,6458.00,776.99,770.60,712.00,504.59,5323.04,5692.00,793.87,3.13,1.00,5.44
SJF,0,2,25,14,94.26,4027.64,4113.00,1981.72,1205.08,201.00,1693.70,3229.92,3260.00,1152.17,3.13,4.00,1.46
RR,81,3,25,14,91.43,6217.84,6161.00,1048.51,821.08,781.00,737.71,5410.96,5464.00,1004.82,2.78,2.00,3.19
FCFS,0,3,25,14,94.09,6238.24,6580.00,801.63,778.00,735.00,497.02,5440.52,5846.00,811.22,3.13,1.00,5.44
SJF,0,3,25,14,92.79,4331.04,4433.00,1728.23,1017.44,95.00,1688.55,3533.08,3610.00,1236.19,2.78,3.00,1.72
RR,81,4,25,14,90.26,6215.28,6259.00,1094.16,919.72,769.00,934.00,5416.64,5616.00,1031.15,2.78,1.00,3.11
FCFS,0,4,25,14,92.35,6402.60,6813.00,774.37,784.32,771.00,503.26,5602.72,5981.00,775.57,2.78,2.00,4.79
SJF,0,4,25,14,91.58,4563.92,5148.00,1930.65,685.24,124.00,1042.49,3764.52,3889.00,1208.93,2.78,2.00,1.86
RR,81,5,25,14,88.54,6341.60,6316.00,1082.64,945.92,790.00,964.29,5540.88,5618.00,1029.88,2.78,2.00,3.23
FCFS,0,5,25,14,91.04,6446.56,6879.00,828.16,797.72,778.00,505.53,5649.68,6094.00,814.66,2.78,1.00,4.21
SJF,0,5,25,14,91.11,4507.60,4869.00,1991.96,1173.80,111.00,1714.58,3709.56,3812.00,1384.20,2.78,2.00,2.05
RR,81,1,25,25,95.51,5707.60,5937.00,1176.26,734.44,542.00,828.91,4958.64,5039.00,1163.81,3.13,1.50,4.16
FCFS,0,1,25,25,97.45,5650.60,6274.00,1051.60,737.36,610.00,589.98,4904.60,5532.00,1030.83,3.13,2.50,4.02
SJF,0,1,25,25,97.27,3799.32,3978.00,1880.78,729.72,88.00,1429.28,3053.80,3204.00,1040.47,3.13,3.50,1.46
RR,81,2,25,25,93.55,5752.44,5880.00,1220.39,694.16,553.00,760.84,5004.24,5210.00,1189.40,2.78,2.00,3.27
FCFS,0,2,25,25,95.69,5794.60,6369.00,1011.81,739.12,634.00,587.87,5049.40,5573.00,1026.85,3.13,2.50,4.29
SJF,0,2,25,25,95.69,4016.64,4146.00,1997.24,645.04,78.00,1208.73,3269.20,3289.00,1221.28,3.13,3.50,1.55
RR,81,3,25,25,91.79,5979.88,6038.00,1164.27,706.80,498.00,778.11,5231.88,5404.00,1148.19,2.78,2.00,3.67
FCFS,0,3,25,25,93.81,5961.64,6546.00,940.40,756.04,611.00,604.24,5214.44,5746.00,976.70,3.13,1.50,4.73
SJF,0,3,25,25,92.81,3894.72,3878.00,1984.69,1253.60,92.00,1998.22,3148.48,3463.00,1322.87,3.13,4.00,1.25
RR,81,4,25,25,88.50,6176.32,6288.00,1271.86,710.88,518.00,790.56,5428.16,5619.00,1248.44,2.78,2.00,3.07
FCFS,0,4,25,25,92.42,6026.68,6659.00,960.30,765.72,615.00,609.67,5281.60,5775.00,980.96,2.78,1.00,4.18
SJF,0,4,25,25,92.43,3881.56,3869.00,2117.77,1119.72,99.00,1872.09,3134.76,3179.00,1357.97,2.78,3.00,1.48
RR,81,5,25,25,86.96,6261.24,6380.00,1288.69,730.24,533.00,805.83,5515.48,5699.00,1264.91,2.78,2.00,3.07
FCFS,0,5,25,25,90.99,6136.44,6796.00,985.50,779.04,625.00,626.14,5391.16,5892.00,1005.52,2.78,2.00,3.83
SJF,0,5,25,25,90.79,3859.48,3924.00,2033.17,1330.96,109.00,2065.75,3110.96,3323.00,1323.53,2.78,3.00,1.48
RR,81,1,25,36,95.99,6234.52,6185.00,819.61,913.24,838.00,741.90,5452.36,5374.00,796.15,2.78,0.00,4.35
FCFS,0,1,25,36,97.57,6189.12,6384.00,561.03,896.60,902.00,574.41,5408.36,5559.00,563.53,3.13,0.50,4.73
SJF,0,1,25,36,95.72,4201.60,4560.00,1876.60,1062.32,88.00,1849.75,3420.36,3487.00,1457.73,2.78,3.00,2.11
RR,81,2,25,36,93.17,6492.80,6481.00,897.78,924.48,848.00,732.66,5702.12,5669.00,890.41,2.78,1.00,3.83
FCFS,0,2,25,36,95.97,6318.52,6498.00,566.70,913.88,935.00,581.95,5537.72,5677.00,568.47,2.78,0.00,4.63
SJF,0,2,25,36,94.61,4215.12,4463.00,1964.84,1301.84,116.00,1892.83,3433.56,3013.00,1520.55,2.78,3.00,2.28
RR,81,3,25,36,92.10,6502.20,6442.00,790.30,1108.20,880.00,997.65,5720.04,5757.00,788.12,2.78,1.00,4.38
FCFS,0,3,25,36,94.31,6402.72,6605.00,577.35,918.28,937.00,590.69,5622.72,5770.00,583.82,2.78,0.00,4.63
SJF,0,3,25,36,93.17,4128.64,4158.00,2139.69,1302.56,90.00,1928.90,3347.48,2920.00,1456.66,2.78,3.00,1.48
RR,81,4,25,36,90.43,6614.92,6541.00,795.63,1132.40,905.00,1019.94,5833.52,5812.00,795.09,2.78,1.00,4.15
FCFS,0,4,25,36,92.85,6549.92,6745.00,581.58,949.04,971.00,607.50,5768.76,5906.00,597.83,2.78,0.00,3.90
SJF,0,4,25,36,92.97,4297.32,4540.00,2039.62,1200.52,93.00,1798.66,3516.28,3433.00,1619.05,2.78,3.00,1.64
RR,81,5,25,36,88.76,6524.60,6469.00,970.55,1330.20,975.00,1194.05,5741.76,5798.00,968.95,2.78,1.00,3.77
FCFS,0,5,25,36,91.32,6677.32,6874.00,551.26,952.24,992.00,608.74,5897.68,6089.00,619.53,2.78,0.00,4.12
SJF,0,5,25,36,91.47,4296.12,4094.00,2156.51,1599.16,141.00,2228.34,3514.36,3283.00,1610.76,2.78,3.00,1.86
RR,81,1,25,47,95.64,6387.16,6553.00,1078.55,972.16,773.00,836.04,5597.40,5845.00,1026.64,2.78,2.00,3.11
FCFS,0,1,25,47,97.60,6489.68,6855.00,720.49,768.08,792.00,460.19,5700.72,6054.00,733.13,2.78,2.00,3.63
SJF,0,1,25,47,96.51,4278.52,4538.00,2115.13,1281.28,137.00,1816.25,3492.28,3738.00,1524.57,2.78,3.00,1.30
RR,81,2,25,47,93.93,6498.48,6667.00,1100.62,939.36,779.00,802.47,5710.36,5957.00,1051.74,2.78,2.00,3.23
FCFS,0,2,25,47,95.90,6628.96,6968.00,686.42,789.00,830.00,464.80,5841.00,6178.00,720.67,2.78,1.00,3.87
SJF,0,2,25,47,94.05,4037.16,4117.00,2328.21,1037.96,154.00,1495.72,3248.68,3571.00,1428.37,2.78,3.00,1.30
RR,81,3,25,47,91.97,6709.40,6608.00,1004.68,857.40,728.00,647.29,5920.92,5821.00,962.48,2.78,1.00,3.93
FCFS,0,3,25,47,94.34,6667.76,7028.00,747.75,789.56,825.00,468.72,5881.48,6248.00,754.91,2.78,2.00,3.73
SJF,0,3,25,47,93.30,4576.48,4781.00,2206.88,940.76,109.00,1761.20,3789.40,3955.00,1552.18,2.78,3.00,1.64
RR,81,4,25,47,90.13,6849.20,6773.00,1048.72,884.28,755.00,669.84,6059.52,5924.00,999.00,2.78,0.00,4.02
FCFS,0,4,25,47,92.69,6882.08,7212.00,716.13,820.76,872.00,474.95,6092.56,6479.00,734.31,2.78,1.00,3.96
SJF,0,4,25,47,89.57,4430.76,4325.00,2180.15,1141.56,100.00,2041.07,3642.64,3900.00,1559.92,2.78,2.00,1.64
RR,81,5,25,47,88.71,6866.76,6821.00,1100.23,954.56,800.00,764.17,6077.64,6022.00,1023.14,2.78,1.00,3.96
FCFS,0,5,25,47,91.54,6924.60,7292.00,778.10,823.28,867.00,489.59,6137.48,6520.00,778.50,2.78,1.00,4.02
SJF,0,5,25,47,89.26,4584.96,4395.00,2292.37,694.28,71.00,1395.50,3798.04,4246.00,1623.57,2.78,3.00,1.64
RR,81,1,25,58,95.94,6647.08,6709.00,1053.44,1007.16,823.00,988.99,5863.08,5822.00,998.78,2.78,1.00,3.63
FCFS,0,1,25,58,97.68,6727.68,6948.00,624.14,781.32,812.00,429.98,5946.88,6231.00,610.90,2.78,1.00,4.06
SJF,0,1,25,58,97.50,4693.00,4570.00,2029.15,872.60,132.00,1499.37,3911.52,3674.00,1429.76,2.78,3.00,1.64
RR,81,2,25,58,94.17,6715.24,7066.00,1067.12,1026.20,844.00,1010.35,5931.64,6269.00,1026.47,2.78,1.00,3.56
FCFS,0,2,25,58,96.15,6814.24,7037.00,651.78,783.88,827.00,418.81,6033.96,6329.00,638.48,2.78,1.00,4.02
SJF,0,2,25,58,95.44,4669.88,4252.00,1997.28,1087.32,151.00,1853.83,3886.68,3920.00,1607.86,2.78,3.00,1.56
RR,81,3,25,58,91.36,7014.60,7250.00,1012.94,1105.28,850.00,1075.42,6229.64,6487.00,959.62,2.50,1.00,3.87
FCFS,0,3,25,58,94.59,6957.32,7212.00,664.67,803.56,854.00,431.19,6176.52,6413.00,663.39,2.78,1.00,4.02
SJF,0,3,25,58,91.75,4688.08,4486.00,2095.51,1039.16,97.00,2009.65,3906.80,3706.00,1665.78,2.50,3.50,1.78
RR,81,4,25,58,90.53,7223.64,7165.00,824.17,1065.96,884.00,1055.41,6439.24,6316.00,801.18,2.50,1.00,3.63
FCFS,0,4,25,58,93.04,7113.72,7383.00,614.92,817.68,783.00,440.18,6331.64,6584.00,634.84,2.78,0.00,4.49
SJF,0,4,25,58,92.97,4759.60,4471.00,2192.21,1522.68,139.00,2262.81,3977.40,4310.00,1565.59,2.78,3.00,1.72
RR,81,5,25,58,88.18,7315.64,7504.00,1023.26,795.16,909.00,434.87,6530.56,6558.00,978.17,2.50,1.00,3.50
FCFS,0,5,25,58,91.83,7179.24,7456.00,612.66,822.56,890.00,443.34,6399.00,6674.00,622.91,2.78,0.00,4.74
SJF,0,5,25,58,91.94,4749.00,4696.00,2146.27,1580.68,192.00,2169.76,3968.24,3890.00,1797.93,2.78,3.00,1.64
RR,81,1,25,69,95.72,5618.80,5832.00,1051.94,628.40,691.00,408.58,4873.60,5077.00,1008.90,3.13,1.50,4.45
FCFS,0,1,25,69,97.23,5391.56,5860.00,1095.00,675.08,792.00,442.22,4649.32,5160.00,1063.50,3.13,2.00,3.94
SJF,0,1,25,69,95.99,4154.56,4106.00,1667.90,506.76,63.00,949.03,3411.68,3300.00,1153.96,3.13,4.00,2.23
RR,81,2,25,69,93.89,5565.64,5809.00,1141.86,746.08,715.00,625.99,4821.28,5116.00,1111.89,3.13,1.00,4.45
FCFS,0,2,25,69,95.50,5561.20,6019.00,1024.24,696.44,802.00,455.80,4817.36,5260.00,1016.65,3.13,2.00,3.83
SJF,0,2,25,69,95.42,4256.32,4323.00,1768.70,689.00,87.00,1138.92,3513.68,3549.00,1257.99,3.13,3.50,2.03
RR,81,3,25,69,91.05,5855.92,6005.00,971.35,665.64,722.00,429.98,5109.08,5319.00,950.60,3.13,1.50,4.16
FCFS,0,3,25,69,93.89,5651.36,6110.00,1030.14,700.00,814.00,464.45,4908.16,5365.00,1030.23,3.13,1.00,4.12
SJF,0,3,25,69,92.40,4059.28,4294.00,1892.12,1203.48,208.00,1743.73,3315.84,3333.00,1344.80,3.13,3.00,2.03
RR,81,4,25,69,90.18,5844.64,6092.00,1078.57,715.36,756.00,473.18,5099.04,5357.00,1055.86,3.13,1.50,4.29
FCFS,0,4,25,69,92.35,5772.12,6238.00,1007.79,712.80,841.00,474.25,5029.16,5494.00,1026.93,3.13,2.00,4.12
SJF,0,4,25,69,92.33,3946.08,3904.00,2096.60,1124.40,214.00,1654.44,3201.08,2907.00,1167.55,3.13,3.00,1.73
RR,81,5,25,69,88.12,6033.68,6303.00,1104.13,825.20,780.00,701.06,5287.08,5549.00,1096.78,2.78,2.00,3.31
FCFS,0,5,25,69,90.88,5894.40,6335.00,1036.16,728.60,862.00,483.19,5149.96,5600.00,1053.49,3.13,2.00,4.45
SJF,0,5,25,69,90.82,4119.76,4230.00,2044.02,1234.88,138.00,1791.12,3374.76,3414.00,1295.77,3.13,3.00,1.64
RR,81,1,25,70,95.25,5931.04,6094.00,994.54,933.00,859.00,813.09,5147.84,5348.00,971.18,3.13,1.50,4.49
FCFS,0,1,25,70,97.01,6044.52,6396.00,672.92,686.60,742.00,441.45,5262.72,5573.00,680.46,3.13,1.00,5.11
SJF,0,1,25,70,96.82,3970.72,3770.00,1900.75,1272.28,85.00,2159.34,3189.72,3106.00,1505.43,3.13,3.50,1.55
RR,81,2,25,70,93.75,6057.24,6155.00,957.03,902.32,781.00,803.92,5276.88,5410.00,928.16,2.78,1.00,4.06
FCFS,0,2,25,70,95.75,6106.76,6494.00,747.27,704.08,741.00,440.74,5327.00,5703.00,755.58,3.13,1.00,5.44
SJF,0,2,25,70,94.54,4072.20,3669.00,1827.78,1295.20,72.00,2076.21,3292.88,3233.00,1472.43,3.13,4.00,1.89
RR,81,3,25,70,91.94,6113.64,6301.00,1028.88,969.72,848.00,853.73,5332.96,5553.00,1010.59,2.78,2.00,3.83
FCFS,0,3,25,70,94.07,6229.40,6613.00,737.50,722.04,759.00,455.38,5450.24,5808.00,743.08,3.13,1.00,5.44
SJF,0,3,25,70,91.58,3925.76,3377.00,1930.64,1562.00,181.00,2178.10,3146.88,3295.00,1530.23,2.78,3.00,1.72
RR,81,4,25,70,90.11,6306.40,6405.00,1002.55,896.48,799.00,834.54,5525.64,5675.00,974.29,2.78,1.00,4.12
FCFS,0,4,25,70,92.60,6358.24,6734.00,731.98,727.36,777.00,458.96,5578.56,5922.00,748.99,2.78,2.00,4.47
SJF,0,4,25,70,89.92,3860.44,3309.00,2045.34,1850.24,486.00,2341.24,3080.32,3319.00,1524.96,2.78,2.00,1.30
RR,81,5,25,70,88.51,6432.12,6528.00,1020.69,922.60,834.00,853.45,5652.00,5781.00,984.70,2.78,1.00,3.90
FCFS,0,5,25,70,91.15,6455.00,6843.00,751.15,740.48,790.00,468.20,5675.20,6024.00,766.81,2.78,2.00,4.18
SJF,0,5,25,70,87.68,3969.44,3554.00,2089.88,1584.68,323.00,2204.94,3191.00,3228.00,1562.13,2.78,3.00,1.39
RR,81,1,50,14,95.92,12101.62,12871.00,2578.44,1781.18,1414.00,1560.95,11295.44,12074.00,2540.17,2.94,1.00,3.67
FCFS,0,1,50,14,97.87,12208.24,13266.50,2125.15,1473.54,1702.00,841.49,11403.78,12464.50,2124.45,2.94,1.00,4.51
SJF,0,1,50,14,97.75,7674.06,7451.50,4197.03,2109.74,206.00,3294.45,6870.06,7049.50,2698.19,2.94,3.00,1.56
RR,81,2,50,14,94.16,12065.22,12089.00,2660.34,1815.30,1445.00,1591.64,11260.44,11344.00,2607.96,2.94,1.00,3.51
FCFS,0,2,50,14,96.27,12413.52,13491.50,2162.16,1505.24,1741.50,858.78,11610.84,12634.50,2146.69,2.94,2.00,4.13
SJF,0,2,50,14,94.96,7653.14,7726.50,4271.37,2680.18,269.00,3802.44,6848.54,7677.00,2793.32,2.94,3.00,1.64
RR,81,3,50,14,92.27,12706.30,13314.00,2677.62,1702.54,1473.00,1495.98,11899.98,12453.50,2645.83,2.94,2.00,4.18
FCFS,0,3,50,14,94.83,12650.72,13740.00,2200.38,1530.26,1722.00,872.53,11846.16,12873.00,2194.62,2.94,1.00,4.46
SJF,0,3,50,14,93.16,7991.44,7839.00,4306.11,2095.48,212.00,3227.94,7187.12,7882.50,2653.49,2.94,3.00,1.60
RR,81,4,50,14,90.67,12790.14,13502.00,2664.12,1716.38,1477.50,1519.17,11984.90,12640.00,2635.53,2.78,1.50,3.39
FCFS,0,4,50,14,93.29,12879.02,13968.50,2217.84,1556.04,1727.50,885.36,12074.86,13121.50,2206.67,2.94,1.00,4.81
SJF,0,4,50,14,92.24,8155.92,8053.00,4413.14,2152.12,159.00,3213.43,7350.54,7642.50,2613.69,2.78,3.00,1.56
RR,81,5,50,14,88.93,13164.32,14203.50,2683.10,1801.92,1579.00,1470.52,12358.24,13351.00,2645.66,2.78,1.50,3.66
FCFS,0,5,50,14,91.83,13117.76,14211.50,2247.91,1587.68,1769.50,908.63,12314.08,13362.50,2229.92,2.78,1.00,4.45
SJF,0,5,50,14,91.82,8335.10,8113.00,4479.34,2401.04,117.00,3617.90,7529.86,8050.00,2743.68,2.78,3.00,1.44
RR,81,1,50,25,96.00,11657.30,12722.00,3151.48,1744.54,1577.50,1530.01,10891.32,11961.50,3127.93,2.94,2.00,3.23
FCFS,0,1,50,25,97.62,12114.64,13455.00,2609.25,1470.14,1539.00,895.93,11350.36,12668.00,2603.04,2.94,2.00,3.86
SJF,0,1,50,25,97.82,7923.58,7467.00,4308.78,2255.04,166.00,3542.60,7159.54,7183.00,2911.31,2.94,3.00,1.82
RR,81,2,50,25,94.15,12239.28,12613.50,2949.76,1693.08,1413.00,1584.01,11473.84,11809.50,2914.21,2.78,2.00,3.83
FCFS,0,2,50,25,96.32,12260.64,13665.50,2748.25,1499.10,1553.50,910.99,11497.22,12828.00,2758.41,2.94,2.00,3.99
SJF,0,2,50,25,95.63,7523.08,6485.50,4431.87,2776.42,132.50,3942.68,6759.86,7144.50,3179.84,2.94,3.00,1.39
RR,81,3,50,25,92.33,12253.28,12125.00,2907.66,1822.06,1513.00,1726.82,11487.18,11560.00,2885.53,2.78,2.00,3.02
FCFS,0,3,50,25,94.80,12482.70,13891.50,2790.76,1520.24,1594.50,923.82,11719.52,13017.00,2775.27,2.94,2.00,4.37
SJF,0,3,50,25,94.82,8279.80,8180.00,4471.60,2479.54,105.00,3918.55,7517.12,7801.00,3012.79,2.94,3.00,1.34
RR,81,4,50,25,90.63,12717.34,13337.00,3072.86,1719.48,1436.00,1643.06,11951.96,12585.00,3046.01,2.78,1.00,3.19
FCFS,0,4,50,25,93.20,12804.76,14164.50,2680.29,1553.42,1642.00,940.77,12040.14,13294.50,2684.91,2.78,1.50,4.62
SJF,0,4,50,25,92.69,8497.52,8612.50,4307.77,1803.10,98.50,3430.17,7732.56,8346.00,3205.20,2.78,2.50,1.73
RR,81,5,50,25,88.91,12959.74,12848.50,3110.20,1953.18,1668.50,1749.89,12194.28,12242.50,3063.79,2.78,1.00,3.62
FCFS,0,5,50,25,91.88,12942.36,14337.50,2799.21,1571.66,1660.00,956.90,12179.72,13464.50,2789.60,2.78,1.00,3.83
SJF,0,5,50,25,91.61,8081.78,7750.50,4400.88,2460.94,124.00,4076.16,7318.32,7140.50,2992.19,2.78,3.00,1.56
RR,81,1,50,36,96.06,11847.72,11802.50,1725.18,1592.88,1487.50,1155.14,11050.60,11045.50,1683.62,2.94,1.00,4.28
FCFS,0,1,50,36,97.78,11695.48,12471.00,1698.61,1641.50,1692.50,889.02,10900.36,11678.50,1675.91,3.13,1.50,4.51
SJF,0,1,50,36,96.85,7277.20,7478.50,4127.86,1691.82,106.00,3154.60,6481.12,6854.00,2295.44,3.13,3.50,1.54
RR,81,2,50,36,94.41,11998.12,11961.50,1993.74,1801.82,1593.50,1379.30,11201.06,11226.00,1959.70,2.94,2.00,4.02
FCFS,0,2,50,36,96.16,11898.96,12686.00,1705.62,1667.94,1723.00,908.59,11103.44,11877.50,1692.95,3.13,1.00,4.54
SJF,0,2,50,36,96.08,8016.14,8105.50,4002.78,2050.94,104.50,3651.93,7220.34,7447.00,2409.09,3.13,3.00,1.93
RR,81,3,50,36,92.38,12260.42,12256.50,1887.75,1905.50,1676.50,1542.88,11461.98,11505.50,1868.73,2.94,2.00,4.04
FCFS,0,3,50,36,94.52,12193.56,12950.00,1659.22,1708.42,1746.50,930.12,11397.98,12161.00,1686.14,2.94,1.00,4.29
